"","house_name","name","house_style","house_size","house_direction","house_decorate","house_lift","house_address","house_totalprice","house_unitprice"
"2677","宁西公寓 ","宁西公寓","3室2厅","93.17平米","南","简装","无电梯","草场门大街","335万","35956"
"2678","金王府 ","金王府","3室2厅","93.68平米","南","简装","无电梯","百家湖","310万","33092"
"2679","梅花山庄丽景苑 ","梅花山庄丽景苑","2室2厅","76.19平米","南北","精装","无电梯","月牙湖","280万","36751"
"2680","江南名府 ","江南名府","3室2厅","112.16平米","南北","精装","有电梯","应天西路","399万","35575"
"2681","金粟庵路 ","金粟庵路","2室1厅","61.07平米","南北","简装","无电梯","来凤里","175万","28656"
"2682","碧树园南片 ","碧树园南片","3室1厅","85.58平米","南北","精装","无电梯","龙江","640万","74784"
"2683","风和日丽 ","风和日丽","2室2厅","94.8平米","南北","精装","无电梯","东山镇","250万","26372"
"2684","天正天御溪岸A区 ","天正天御溪岸A区","4室2厅","137平米","南","其他","有电梯","江宁大学城","365万","26643"
"2685","万和源居 ","万和源居","3室2厅","133.9平米","南","其他","有电梯","万达广场","490万","36595"
"2686","东郊小镇第六街区 ","东郊小镇第六街区","3室2厅","89.41平米","南北","其他","无电梯","麒麟镇","177万","19797"
"2687","解放路46号 ","解放路46号","3室2厅","90.43平米","南北","简装","无电梯","瑞金路","290万","32070"
"2688","中和桥12号 ","中和桥12号","2室1厅","65.83平米","南北","简装","无电梯","光华路","180万","27344"
"2689","黄埔鑫园 ","黄埔鑫园","3室2厅","122.81平米","南北","精装","有电梯","光华路","450万","36642"
"2690","威尼斯水城第十街区 ","威尼斯水城第十街区","2室2厅","87.47平米","南北","精装","无电梯","桥北","205万","23437"
"2691","威尼斯水城第七街区 ","威尼斯水城第七街区","3室2厅","118.77平米","南北","简装","有电梯","桥北","255万","21471"
"2692","桥北新村 ","桥北新村","3室2厅","91平米","南北","其他","无电梯","桥北","185万","20330"
"2693","颐秀居 ","颐秀居","2室2厅","98.43平米","南","其他","有电梯","百家湖","285万","28955"
"2694","凤凰和鸣 ","凤凰和鸣","4室2厅","146.7平米","南北","精装","有电梯","许府巷","872万","59442"
"2695","森林湾花园 ","森林湾花园","3室2厅","100.73平米","南北","精装","无电梯","建宁路","320万","31769"
"2696","丝织厂小区 ","丝织厂小区","3室2厅","92.61平米","南北","精装","无电梯","东山镇","238万","25700"
"2697","南京恒大绿洲 ","南京恒大绿洲","4室2厅","142平米","南北","其他","有电梯","九龙湖","398万","28029"
"2698","莫愁新寓胜棋里 ","莫愁新寓胜棋里","2室1厅","64.42平米","南北","精装","无电梯","汉中门大街","220万","34151"
"2699","天元吉第城 ","天元吉第城","3室2厅","107.14平米","南北","精装","无电梯","东山镇","310万","28935"
"2700","高教新村 ","高教新村","3室2厅","98.42平米","东南北","精装","有电梯","草场门大街","312万","31701"
"2701","金虹花园 ","金虹花园","4室2厅","132.32平米","南北","其他","无电梯","南苑","465万","35143"
"2702","天润城第十三街区 ","天润城第十三街区","3室2厅","85.35平米","南","精装","有电梯","桥北","198万","23199"
"2703","康润园 ","康润园","3室1厅","78.81平米","南北","其他","无电梯","安德门","235万","29819"
"2704","长阳花园 ","长阳花园","3室2厅","119.64平米","南北","精装","无电梯","龙江","735万","61435"
"2705","二号新村 ","二号新村","3室1厅","73.52平米","南","其他","无电梯","湖南路","266万","36181"
"2706","盈家春天 ","盈家春天","2室2厅","77.17平米","南北","精装","有电梯","岔路口","193万","25010"
"2707","后宰门东村84号 ","后宰门东村84号","3室1厅","70.57平米","南北","简装","无电梯","后宰门","205万","29050"
"2708","丹佛小镇 ","丹佛小镇","3室2厅","80.74平米","南北","其他","有电梯","将军大道","220万","27248"
"2709","泰来苑 ","泰来苑","3室2厅","113.55平米","南北","精装","有电梯","泰山街道","210万","18495"
"2710","悦民公寓北区 ","悦民公寓北区","2室1厅","63.98平米","南北","简装","无电梯","麒麟镇","150万","23445"
"2711","鼎业国际花园 ","鼎业国际花园","3室1厅","125平米","南","毛坯","有电梯","江浦街道","315万","25200"
"2712","星河广场 ","星河广场","1室1厅","47平米","南","其他","无电梯","五塘广场","139万","29575"
"2713","中海国际社区二期 ","中海国际社区二期","2室2厅","78.97平米","南北","精装","有电梯","麒麟镇","218万","27606"
"2714","和燕路小区 ","和燕路小区","3室1厅","86.69平米","南北","简装","无电梯","晓庄","198万","22841"
"2715","华汇康城 ","华汇康城","3室2厅","111.95平米","南北","精装","有电梯","麒麟镇","230万","20545"
"2716","长江之家 ","长江之家","3室2厅","134.06平米","南北","精装","无电梯","龙江","778万","58034"
"2717","钱塘望景花园 ","钱塘望景花园","3室2厅","129.91平米","南","精装","有电梯","江浦街道","315万","24248"
"2718","浦泰和天下一期 ","浦泰和天下一期","2室2厅","82.56平米","南","精装","有电梯","桥北","185万","22408"
"2719","天地新城天枢座 ","天地新城天枢座","2室2厅","96.58平米","南北","其他","无电梯","岔路口","224万","23194"
"2720","二板桥 ","二板桥","2室1厅","64.33平米","东","简装","无电梯","热河南路","188万","29225"
"2721","海德卫城 ","海德卫城","2室2厅","102.59平米","南","精装","有电梯","草场门大街","465万","45327"
"2722","思园 ","思园","3室1厅","86.31平米","南","精装","无电梯","南苑","318万","36844"
"2723","太平花苑南区 ","太平花苑南区","3室1厅","95.06平米","南","精装","无电梯","百家湖","225万","23670"
"2724","明月港湾彩云湾 ","明月港湾彩云湾","3室2厅","108.65平米","南北","其他","有电梯","岔路口","285万","26232"
"2725","来凤新村 ","来凤新村","2室2厅","76.47平米","南","其他","有电梯","来凤里","268万","35047"
"2726","定淮门大街 ","定淮门大街","3室2厅","155.28平米","南西北","精装","有电梯","定淮门大街","560万","36064"
"2727","天润城第九街区 ","天润城第九街区","3室2厅","125.23平米","南北","精装","有电梯","桥北","290万","23158"
"2728","百水芊城云水坊 ","百水芊城云水坊","2室1厅","64.02平米","南北","简装","无电梯","马群","152万","23743"
"2729","王府园小区 ","王府园小区","1室1厅","33.41平米","南北","精装","无电梯","升州路","228万","68244"
"2730","碧瑰园 ","碧瑰园","3室1厅","91.17平米","南","其他","无电梯","湖南路","438万","48043"
"2731","龙苑新寓二村 ","龙苑新寓二村","2室1厅","60.76平米","南","简装","无电梯","秦虹","192万","31600"
"2732","舸舫园创业社区 ","舸舫园创业社区","2室1厅","50.24平米","南","精装",NA,"草场门大街","210万","41800"
"2733","旭日景城 ","旭日景城","3室2厅","153平米","南北","精装","无电梯","五塘广场","450万","29412"
"2734","中商万豪 ","中商万豪","1室1厅","38.33平米","东南","简装","有电梯","湖南路","128万","33395"
"2735","新百花园 ","新百花园","2室1厅","82.2平米","南北","其他","无电梯","应天西路","320万","38930"
"2736","润龙锦园 ","润龙锦园","2室2厅","80.25平米","南","精装","有电梯","九龙湖","250万","31153"
"2737","中商万豪 ","中商万豪","1室1厅","51.87平米","西","精装","有电梯","湖南路","158万","30461"
"2738","育才公寓 ","育才公寓","2室1厅","55.83平米","南北","简装","无电梯","凤凰西街","455万","81498"
"2739","文化名园上筑园 ","文化名园上筑园","2室2厅","85.38平米","南北","精装","有电梯","百家湖","273万","31975"
"2740","弓箭坊小区 ","弓箭坊小区","2室1厅","68.4平米","南","其他","有电梯","来凤里","220万","32164"
"2741","和燕花苑 ","和燕花苑","2室1厅","64平米","南","其他","有电梯","迈皋桥","168万","26250"
"2742","21世纪国际公寓 ","21世纪国际公寓","2室1厅","68.32平米","南北","精装","有电梯","百家湖","217万","31763"
"2743","锁金村80号 ","锁金村80号","2室1厅","63.69平米","南北","精装","无电梯","锁金村","188万","29518"
"2744","盛景华庭北苑 ","盛景华庭北苑","2室1厅","83.89平米","南北","毛坯","有电梯","江浦街道","186万","22172"
"2745","爱达花园兰花园 ","爱达花园兰花园","2室1厅","42.52平米","南北","其他","无电梯","应天西路","140万","32926"
"2746","天润城第十三街区 ","天润城第十三街区","2室2厅","80.3平米","南北","其他","无电梯","桥北","189.5万","23600"
"2747","明园 ","明园","2室1厅","62.68平米","南北","其他","无电梯","茶南","210万","33504"
"2748","武夷绿洲观竹苑 ","武夷绿洲观竹苑","2室1厅","68.12平米","南北","其他","有电梯","科学园","211万","30975"
"2749","仙鹤里小区 ","仙鹤里小区","2室1厅","51.46平米","南北","其他","无电梯","来凤里","168万","32647"
"2750","兆园 ","兆园","2室1厅","61.31平米","南北","其他","无电梯","茶南","195万","31806"
"2751","名嘉佳园小区 ","名嘉佳园小区","2室2厅","87.09平米","南","精装","有电梯","岔路口","242万","27788"
"2752","百合果园 ","百合果园","5室2厅","110.29平米","南北","精装","无电梯","定淮门大街","595万","53949"
"2753","揽月山庄 ","揽月山庄","2室1厅","76.82平米","南北","精装","无电梯","江浦街道","165万","21479"
"2754","明发滨江新城三期 ","明发滨江新城三期","4室2厅","143.18平米","南","精装","有电梯","桥北","280万","19556"
"2755","高科荣境 ","高科荣境","4室2厅","177.07平米","南北","精装","有电梯","仙林","719万","40606"
"2756","望燕名居 ","望燕名居","4室2厅","175.68平米","南北","精装","无电梯","五塘广场","338万","19240"
"2757","名嘉佳园小区 ","名嘉佳园小区","4室2厅","128.88平米","南北","其他","无电梯","岔路口","326万","25295"
"2758","保利梧桐语花园 ","保利梧桐语花园","3室2厅","90.41平米","南北","其他","有电梯","江宁大学城","248万","27431"
"2759","紫竹林28号 ","紫竹林28号","2室2厅","74.32平米","南北","简装","无电梯","许府巷","280万","37675"
"2760","天玺国际广场 ","天玺国际广场","1室1厅","41.36平米","北","精装","有电梯","凤凰西街","388万","93811"
"2761","真园 ","真园","2室1厅","56.85平米","南","简装","无电梯","南苑","179万","31487"
"2762","翠岭银河 ","翠岭银河","2室1厅","73.63平米","南北","毛坯","有电梯","铁心桥","153万","20780"
"2763","南方花园瑞阳居 ","南方花园瑞阳居","2室1厅","61.91平米","东","其他","有电梯","岔路口","140万","22614"
"2764","新民路 ","新民路","2室1厅","63.97平米","南北","其他","无电梯","建宁路","195万","30484"
"2765","天玺国际广场 ","天玺国际广场","1室1厅","41.37平米","北","精装","有电梯","凤凰西街","390万","94272"
"2766","樱铁村小区 ","樱铁村小区","3室1厅","72.07平米","南北","其他","无电梯","樱驼花园","170万","23589"
"2767","中建八局 ","中建八局","2室1厅","52.92平米","南","精装","无电梯","孝陵卫","128万","24188"
"2768","天元吉第城 ","天元吉第城","2室2厅","85.96平米","南北","毛坯","无电梯","东山镇","196万","22802"
"2769","双井巷 ","双井巷","2室1厅","57.66平米","南北","简装","无电梯","珠江路","370万","64170"
"2770","建宁路18号小区 ","建宁路18号小区","1室1厅","44.03平米","南","精装","有电梯","建宁路","120万","27255"
"2771","天润城第六街区 ","天润城第六街区","2室2厅","89.56平米","南北","简装","无电梯","桥北","182万","20322"
"2772","凤凰三村21号 ","凤凰三村21号","2室1厅","60.81平米","南北","其他","无电梯","凤凰西街","180万","29601"
"2773","东郊小镇第七街区 ","东郊小镇第七街区","2室1厅","40.2平米","西北","其他","有电梯","麒麟镇","118万","29354"
"2774","东郊小镇第八街区 ","东郊小镇第八街区","2室2厅","80.24平米","南北","其他","无电梯","麒麟镇","162万","20190"
"2775","百丽明珠花园 ","百丽明珠花园","2室2厅","80.73平米","南北","其他","有电梯","禄口","145万","17962"
"2776","凤凰和美 ","凤凰和美","2室2厅","89.02平米","南","其他","有电梯","能仁里","335万","37632"
"2777","盛世花园 ","盛世花园","2室1厅","62.03平米","南","其他","无电梯","五塘广场","165万","26601"
"2778","莫愁花园芙蓉里 ","莫愁花园芙蓉里","2室1厅","68.34平米","南","其他","无电梯","江东","245万","35851"
"2779","和燕路小区 ","和燕路小区","2室1厅","74.34平米","南","精装","无电梯","晓庄","180万","24214"
"2780","空港公寓 ","空港公寓","2室2厅","100.16平米","南","其他","无电梯","禄口","140万","13978"
